Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,22T,27T,81T
15/9/2020,15,8,10,14,13,8,12,22,17,15,9,24,14,11,13,9,8,22,13,8,7,13,8
16/9/2020,13,11,14,12,12,6,14,17,14,13,11,21,12,11,10,12,9,22,16,11,10,9,6
17/9/2020,12,9,9,10,10,6,11,23,12,15,8,21,12,9,14,9,7,21,13,13,7,12,5
18/9/2020,16,10,10,14,12,8,16,22,14,17,11,22,13,12,16,8,10,22,14,12,11,9,7
19/9/2020,11,5,6,10,9,4,10,17,10,10,5,18,11,6,11,8,5,17,10,7,4,4,3
20/9/2020,10,6,6,11,11,3,10,14,8,10,5,19,10,7,8,4,5,20,11,14,5,4,4
21/9/2020,17,10,15,16,12,12,18,20,17,18,15,24,13,14,17,9,11,22,16,18,11,10,11
22/9/2020,21,17,15,14,19,13,21,25,24,25,18,27,26,18,15,19,15,29,19,14,14,20,15
23/9/2020,29,21,18,20,24,21,n/a,37,29,31,22,37,28,25,26,20,21,36,22,22,15,24,14
24/9/2020,14,11,9,11,10,5,n/a,24,14,14,9,25,14,8,15,11,10,26,14,9,6,11,5
25/9/2020,13,10,10,10,11,7,n/a,21,15,14,12,21,14,9,15,10,8,20,12,8,7,8,7
26/9/2020,11,8,7,7,12,7,n/a,20,13,13,n/a,18,14,8,15,12,9,21,14,9,7,9,6
27/9/2020,10,7,8,7,11,7,n/a,13,10,12,n/a,20,9,6,8,7,6,18,12,13,8,7,6
28/9/2020,15,11,9,11,14,8,n/a,21,16,15,n/a,21,14,12,16,11,9,20,15,9,8,13,5
29/9/2020,9,6,6,8,10,5,n/a,19,12,13,n/a,19,11,9,11,9,7,19,11,9,5,12,5
30/9/2020,15,14,10,10,13,8,14,22,18,18,11,22,17,10,18,14,13,23,12,7,6,16,6
1/10/2020,15,9,10,10,13,6,10,22,15,16,9,20,12,9,18,15,8,22,13,6,6,14,6
2/10/2020,15,12,7,10,14,8,11,21,15,15,11,23,15,10,19,13,10,23,14,10,6,14,6
3/10/2020,16,12,8,16,17,10,14,22,18,n/a,15,24,16,16,18,8,10,21,13,15,11,14,8
4/10/2020,13,7,7,12,12,7,11,15,14,n/a,12,20,11,9,11,5,7,19,12,14,7,8,8
5/10/2020,18,14,11,14,9,11,18,21,18,n/a,17,21,17,14,19,16,13,22,18,15,13,14,14
6/10/2020,20,18,13,17,21,13,20,25,23,n/a,22,25,22,17,21,16,14,21,21,16,13,17,9
7/10/2020,20,16,12,15,15,13,19,26,19,20,22,29,19,16,19,18,18,29,25,14,13,27,12
8/10/2020,14,10,8,11,13,9,15,14,17,15,16,19,12,10,13,10,8,21,16,9,8,17,9
9/10/2020,14,8,6,9,12,9,12,13,15,15,16,20,12,12,11,9,8,22,13,8,9,20,8
10/10/2020,16,13,9,12,12,11,15,20,18,16,17,19,16,11,13,12,10,22,16,8,9,20,7
11/10/2020,20,14,11,15,15,12,19,20,20,18,22,23,17,16,15,13,12,23,18,12,13,19,10
12/10/2020,28,24,17,22,25,19,26,38,29,27,30,39,28,22,25,25,22,31,29,22,17,29,16
13/10/2020,22,16,12,16,19,13,21,29,21,21,23,30,21,17,22,16,16,29,18,15,14,26,15
14/10/2020,22,15,12,18,17,14,18,31,23,22,20,29,20,17,18,14,14,25,18,14,11,13,8
15/10/2020,17,13,12,14,17,9,17,26,18,17,14,24,18,14,20,15,15,27,18,11,8,14,8
16/10/2020,15,13,9,13,16,8,14,20,17,15,15,21,15,12,11,16,11,22,18,10,8,18,8
17/10/2020,13,8,7,8,12,6,9,14,12,11,14,20,11,7,8,8,8,20,12,5,5,18,4
18/10/2020,11,8,11,8,11,6,9,11,12,12,15,18,10,8,7,9,7,21,11,5,5,13,6
19/10/2020,19,18,18,13,16,12,21,20,21,18,23,29,20,13,12,14,13,24,22,9,9,22,8
20/10/2020,17,15,15,13,17,11,17,20,19,17,22,28,17,11,13,14,13,28,21,9,9,22,8
21/10/2020,17,13,14,13,14,11,17,18,18,17,20,27,15,n/a,15,11,11,25,19,10,10,21,9
22/10/2020,23,16,n/a,20,20,14,23,24,22,23,27,31,21,18,20,18,15,32,21,15,13,31,14
23/10/2020,31,23,21,24,30,21,26,32,27,28,28,34,28,24,31,24,23,38,23,24,21,37,25
24/10/2020,35,27,29,30,32,26,n/a,37,31,33,31,35,31,29,40,24,29,42,30,32,25,43,37
25/10/2020,40,33,39,38,39,31,n/a,47,42,40,42,45,41,34,36,36,35,43,31,36,34,51,33
26/10/2020,46,41,40,38,45,34,n/a,53,47,47,43,53,46,33,46,44,38,54,36,35,29,57,41
27/10/2020,31,26,26,27,28,23,n/a,33,32,30,32,40,29,25,29,28,23,40,25,23,23,41,23
28/10/2020,30,24,26,24,25,18,n/a,34,29,29,29,35,26,24,30,23,22,39,27,20,18,36,20
29/10/2020,19,17,17,18,20,14,n/a,24,21,20,22,32,21,16,22,20,16,33,22,16,12,23,14
30/10/2020,18,11,10,17,16,11,11,18,19,17,15,28,14,16,12,8,8,26,n/a,15,9,15,15
31/10/2020,19,14,15,17,22,13,12,19,21,21,20,29,17,17,14,13,13,33,n/a,15,14,24,17
1/11/2020,17,12,17,15,16,11,14,16,18,17,25,25,16,14,14,14,12,29,n/a,11,11,19,12
2/11/2020,25,18,22,21,18,17,16,27,23,24,29,33,21,22,23,21,16,36,23,18,17,31,20
3/11/2020,n/a,19,18,21,23,18,14,25,22,22,23,27,21,21,26,18,18,35,22,19,17,37,25
4/11/2020,n/a,23,20,26,28,23,19,35,30,31,31,39,29,28,33,25,24,40,23,26,23,42,32
5/11/2020,27,21,20,22,26,21,18,35,27,27,27,36,26,23,34,24,20,36,22,n/a,22,47,25
6/11/2020,31,20,20,24,27,22,15,38,27,31,36,39,24,29,30,23,20,37,21,23,23,47,28
7/11/2020,22,18,16,18,24,15,12,21,20,19,24,28,19,19,24,18,16,32,20,21,17,33,23
8/11/2020,41,33,26,34,34,30,26,43,38,39,41,47,37,38,40,31,30,47,29,30,28,47,31
9/11/2020,36,29,26,32,33,28,23,35,32,34,39,39,32,31,34,28,30,41,27,31,28,41,29
10/11/2020,39,29,27,33,34,30,22,40,34,34,43,42,32,31,41,32,28,42,29,32,29,53,32
11/11/2020,33,26,27,27,31,25,20,29,32,29,36,33,27,26,32,29,26,39,29,26,25,38,24
12/11/2020,30,21,20,22,25,21,16,26,28,27,34,34,25,25,25,22,21,35,23,22,21,39,21
13/11/2020,40,27,27,31,33,29,22,42,35,35,38,39,31,32,38,28,29,40,27,33,30,56,33
14/11/2020,44,36,34,37,40,34,29,52,40,41,48,44,40,38,51,40,33,48,33,39,38,66,47
15/11/2020,54,43,37,42,49,43,32,65,48,50,51,52,48,43,55,50,47,55,34,40,37,76,43
16/11/2020,27,20,20,22,27,17,14,46,25,24,24,33,26,19,40,23,23,36,23,23,15,44,36
17/11/2020,34,28,24,26,30,22,17,60,31,34,33,37,35,27,38,32,28,50,31,27,23,63,33
18/11/2020,36,25,26,25,32,27,19,62,32,38,37,43,31,33,48,33,28,46,28,31,30,59,34
19/11/2020,48,32,31,33,34,31,24,77,42,46,41,52,44,40,51,43,37,60,28,30,34,56,38
20/11/2020,42,32,27,30,40,31,22,55,38,39,36,50,38,36,57,28,30,49,29,38,30,52,44
21/11/2020,25,23,22,23,30,18,18,36,29,25,30,45,28,22,30,21,21,40,21,28,18,25,35
22/11/2020,25,18,18,18,22,17,14,28,29,24,29,39,24,n/a,24,20,18,35,19,20,n/a,26,13
23/11/2020,37,26,24,26,29,21,22,41,36,35,38,54,30,30,32,27,23,43,26,24,21,48,22
24/11/2020,22,14,20,18,19,14,11,29,20,21,24,31,17,18,27,19,14,30,20,18,17,43,23
25/11/2020,24,17,20,20,21,16,11,28,20,22,25,33,20,21,27,20,16,31,20,17,19,45,24
26/11/2020,22,15,19,18,21,12,10,23,18,19,24,29,18,17,29,19,11,30,19,17,18,44,27
27/11/2020,17,12,16,14,16,9,7,18,16,15,21,24,15,14,17,13,11,28,21,13,13,28,17
28/11/2020,26,15,20,20,20,16,10,25,21,23,24,30,18,22,27,17,14,30,20,20,20,43,21
29/11/2020,24,16,20,20,21,16,14,24,21,21,23,27,19,19,23,16,16,28,16,19,18,37,19
30/11/2020,20,13,16,18,18,12,8,23,17,19,20,24,16,16,20,13,12,27,17,14,14,32,20
1/12/2020,21,12,19,18,19,12,9,18,20,19,25,25,14,17,23,12,12,27,15,17,17,31,16
2/12/2020,21,13,19,17,18,13,9,27,20,19,19,31,18,17,22,15,13,28,16,16,13,30,19
3/12/2020,21,13,18,16,20,15,10,24,n/a,18,19,24,18,18,26,14,13,28,17,18,18,38,22
4/12/2020,26,20,22,22,25,18,15,28,n/a,25,25,31,23,22,27,20,18,34,21,22,20,30,25
5/12/2020,28,20,n/a,25,26,20,n/a,27,26,25,30,30,24,24,28,21,18,35,22,23,21,34,26
6/12/2020,36,26,n/a,29,28,21,14,34,31,33,38,36,30,27,32,27,23,42,24,21,23,37,30
7/12/2020,38,30,n/a,33,33,28,19,46,35,38,41,41,35,33,41,37,25,50,24,28,30,52,40
8/12/2020,37,28,29,29,33,25,22,45,33,35,35,41,35,30,39,29,28,40,n/a,28,25,n/a,34
9/12/2020,40,33,31,30,34,27,25,40,36,37,41,41,36,34,44,33,29,46,29,32,32,58,37
10/12/2020,53,41,36,40,47,39,29,63,48,50,50,55,50,44,49,46,42,60,33,37,40,68,44
11/12/2020,61,44,40,49,48,50,37,65,52,57,56,66,50,48,57,50,46,62,37,48,44,68,47
12/12/2020,57,48,39,41,47,46,39,81,53,52,54,60,53,49,58,54,45,67,37,46,41,73,49
13/12/2020,60,46,42,43,49,44,41,79,50,58,56,72,55,52,57,58,48,79,45,44,40,62,41
14/12/2020,67,57,49,49,55,48,50,63,66,65,71,112,60,60,59,44,47,76,37,55,44,59,44
15/12/2020,79,44,43,46,52,55,43,83,58,67,61,91,57,60,72,52,47,74,30,55,54,82,52
16/12/2020,52,27,28,30,39,35,27,56,39,45,34,62,35,44,55,31,28,43,20,34,31,63,36
17/12/2020,42,18,23,21,26,20,23,75,25,40,22,58,26,24,44,22,22,29,20,21,23,55,31
18/12/2020,31,23,27,25,23,23,27,41,28,30,31,41,30,24,38,29,22,36,21,20,24,49,32
19/12/2020,24,17,23,19,24,17,22,26,23,22,25,30,20,n/a,29,18,15,29,19,16,20,41,22
20/12/2020,26,17,22,21,24,18,23,24,25,24,25,30,21,n/a,22,16,13,28,19,16,15,30,16
21/12/2020,27,22,24,22,27,19,26,37,28,26,32,30,25,n/a,29,22,19,32,22,20,18,35,21
22/12/2020,37,34,34,32,33,31,33,37,39,37,43,42,36,n/a,44,31,26,47,27,30,25,46,33
23/12/2020,47,39,40,39,40,37,37,49,48,47,50,53,44,n/a,49,41,35,56,43,40,35,53,44
24/12/2020,48,38,37,39,41,41,38,49,45,46,50,56,43,n/a,55,43,37,65,56,37,34,58,47
25/12/2020,42,31,34,37,38,36,34,47,37,39,42,48,38,n/a,49,38,33,46,34,34,30,65,38
26/12/2020,45,27,31,31,33,29,31,52,34,41,41,44,33,n/a,52,39,25,43,30,36,34,70,47
27/12/2020,41,32,28,29,31,28,31,48,35,40,35,52,38,n/a,46,29,27,57,32,34,27,54,45
28/12/2020,27,16,23,24,22,18,25,58,25,23,25,43,22,n/a,37,13,14,25,19,31,19,16,30
29/12/2020,36,24,28,29,27,25,29,45,31,31,33,45,32,n/a,45,21,20,35,28,33,23,27,31
30/12/2020,36,21,30,27,27,25,27,30,29,30,31,41,27,n/a,42,18,19,33,27,32,25,35,41
31/12/2020,23,17,22,20,19,17,22,20,21,21,20,22,21,n/a,21,19,16,28,22,19,16,22,17
,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,
